,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond,ExterQual,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,FireplaceQu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageTypeMeanPrice,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Id,KitchenAbvGr,KitchenQual,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotDepth,LotFrontage,LotShape,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscVal,MoSold,NeighborhoodMeanPrice,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SalePrice,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
793,1496,0,0,3,1,0,0,0,0,3,3,0,0,1,1,0,0,4,1496,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,474,2,3,3,3,202893,2007,1496,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,794,1,4,0,0,0,1,3,9158,0,0,0,0,1,120,76,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,0,0,1,0,6,225380,130,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,225000,0,0,1,7,1496,4,168,2007,2007,2007
794,1086,809,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,712,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,8,409,2,3,3,3,202893,1994,1895,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,795,1,4,0,0,0,1,3,10832,1,0,0,0,0,142,76,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,500,10,192855,46,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,194500,0,0,1,7,712,4,143,1994,1996,2008
795,888,676,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,650,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,8,476,2,3,1,3,202893,1980,1564,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,796,1,3,0,0,0,1,3,8400,0,0,0,0,1,120,70,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,130,0,1,0,0,0,4,186556,50,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,171000,204,0,1,7,650,4,0,1980,1981,2010
796,1285,0,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,3,660,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,8,528,2,3,2,3,202893,1977,1285,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,797,1,3,0,0,0,1,3,8197,0,0,0,0,1,115,71,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,0,1,0,0,0,4,136793,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,143500,0,0,1,7,660,4,138,1977,1977,2007
797,773,0,0,2,1,0,0,0,0,3,1,570,0,4,1,0,0,3,203,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,240,1,3,1,3,202893,1953,773,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,798,1,3,0,0,0,1,3,7677,0,0,0,0,1,134,57,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,145847,0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,110000,0,0,1,4,773,4,0,1953,1953,2008
798,1966,1174,0,4,1,0,0,0,0,3,1,0,0,1,1,0,0,5,1926,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,3,8,820,3,3,3,3,254752,2009,3140,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,799,1,5,0,0,0,1,3,13518,0,0,0,0,1,129,104,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,860,0,0,0,1,0,7,316271,78,5,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,485000,0,0,1,11,1926,4,144,2008,2009,2009
799,981,787,0,3,1,0,0,0,0,3,1,569,0,5,1,1,0,4,162,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,264,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,1,8,240,1,3,1,3,134091,1939,1768,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,800,1,4,0,0,0,1,3,7200,1,0,0,0,0,120,60,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,252,0,1,0,0,0,6,142591,0,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,175000,0,0,1,7,731,4,0,1937,1950,2007
800,616,1072,0,4,1,0,0,0,0,3,4,462,0,6,1,1,0,4,154,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,185,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,603,2,3,2,3,202893,1997,1688,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,801,1,4,0,1,0,0,2,12798,0,0,0,0,1,162,79,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,400,5,212565,114,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200000,0,0,1,8,616,4,403,1997,1997,2008
801,1196,0,0,2,1,0,0,0,0,3,1,197,0,2,1,1,0,3,999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,440,2,3,1,3,134091,1957,1196,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,802,1,3,0,0,0,1,3,4800,0,0,0,0,1,120,40,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,100124,0,7,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,109900,0,0,1,5,1196,4,0,1916,1990,2007
802,728,728,0,3,1,0,0,0,0,3,3,648,0,6,1,1,0,4,80,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,2,8,410,2,3,3,3,202893,2005,1456,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,803,1,4,0,0,0,1,3,8199,0,0,0,0,1,130,63,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,197966,18,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,189000,0,0,1,7,728,4,36,2005,2005,2008
803,1734,1088,0,4,1,0,0,0,0,3,4,0,0,1,1,0,0,5,1734,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,3,8,1020,3,3,2,3,254752,2009,2822,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,804,1,5,0,0,0,1,3,13891,0,0,0,0,1,129,107,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,424,0,0,0,1,0,1,316271,170,5,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,582933,192,0,1,12,1734,4,52,2008,2009,2009
804,1128,0,0,2,1,0,0,0,0,3,1,812,0,2,1,0,0,3,124,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,286,1,3,1,3,202893,1954,1128,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,805,1,3,0,0,0,1,3,9000,0,0,0,0,1,120,75,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,145847,0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,118000,0,0,1,5,936,4,0,1954,1954,2006
805,1428,0,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,1417,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,554,2,3,2,3,202893,2008,1428,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,806,1,5,0,0,0,1,3,12274,0,0,1,0,0,134,91,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,256,0,0,0,1,0,7,225380,60,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,227680,0,0,1,6,1417,4,0,2008,2008,2008
806,980,0,0,3,1,0,0,0,0,3,3,400,480,5,3,0,0,3,100,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,384,1,3,3,3,202893,1967,980,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,807,1,3,0,0,0,1,3,9750,0,0,0,0,1,130,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,145847,0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,135500,0,0,1,6,980,4,68,1967,1967,2006
807,1072,504,0,3,1,0,0,0,0,3,4,1309,0,6,1,2,0,3,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,1,8,528,2,3,2,3,202893,1923,1576,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,808,1,4,0,0,0,1,3,21384,0,0,0,0,1,148,144,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,124834,312,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,223500,0,0,1,6,1324,4,0,1923,2004,2009
808,1086,0,0,3,1,0,0,0,0,3,3,516,128,5,4,1,0,3,380,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,1,8,484,2,3,2,3,202893,1966,1086,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,809,1,3,0,0,0,1,3,13400,0,0,0,0,1,157,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1047,0,1,0,0,0,6,145847,0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,159950,0,0,1,6,1024,4,0,1966,1966,2006
809,1075,1063,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,3,849,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,360,2,1,1,2,134091,1910,2138,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,810,3,3,0,0,0,1,3,8100,1,0,0,0,0,90,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,128225,156,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,106000,0,0,1,11,849,4,40,1898,1965,2009
810,1309,0,0,3,1,0,0,0,0,3,1,663,377,5,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,8,484,2,3,2,3,202893,1974,1309,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,811,1,4,0,0,0,1,3,10140,0,0,0,0,1,130,78,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,1,0,0,0,1,189050,0,6,6,0,0,1,648,0,1,0,0,0,0,0,0,0,0,0,1,0,0,181000,0,0,1,5,1040,4,265,1974,1999,2006
811,848,0,0,1,0,0,0,0,1,3,4,662,0,6,1,1,0,4,186,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,1,8,420,2,3,3,3,202893,2004,848,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,812,1,4,0,0,0,1,3,4438,0,0,0,0,1,142,31,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,1,0,0,0,6,197966,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,144500,0,0,1,4,848,4,140,2004,2004,2008
812,1044,0,0,2,1,0,0,0,0,3,3,0,0,1,1,0,0,3,540,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,504,2,3,1,3,160571,1952,1044,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,813,1,2,1,0,0,0,2,8712,0,0,0,0,1,132,66,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54,6,100124,0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55993,0,1,0,4,540,4,0,1952,1952,2010
813,1442,0,0,4,1,0,0,0,0,3,1,608,0,3,1,0,0,3,834,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,275,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,301,1,3,2,3,202893,1958,1442,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,814,1,3,0,0,0,1,3,9750,0,0,0,0,1,130,75,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243,0,1,0,0,500,4,145847,0,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,157900,0,0,1,7,1442,4,0,1958,1958,2007
814,686,564,0,3,1,0,0,0,0,3,1,0,0,1,1,0,1,3,686,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,96,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8,280,1,3,1,3,134091,1955,1250,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,815,1,2,0,0,0,1,3,8248,0,0,0,0,1,183,45,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,128220,0,7,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,116000,0,0,1,7,686,4,207,1918,1950,2006
815,1661,0,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,1649,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,598,2,3,2,3,202893,1998,1661,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,816,1,4,0,0,0,1,3,12137,0,1,0,0,0,252,48,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,442,0,1,0,0,0,5,197966,34,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,224900,0,0,1,6,1649,4,0,1998,1998,2010
816,1008,0,0,2,1,0,0,0,0,3,1,486,0,4,1,0,0,3,522,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,120,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,8,275,1,3,2,3,202893,1954,1008,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,817,1,3,0,0,0,1,3,11425,1,0,0,0,0,142,80,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,145847,0,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,137000,0,0,1,4,1008,4,0,1954,1954,2006
817,1689,0,0,3,1,0,0,0,0,3,1,1218,0,6,1,1,0,4,350,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,8,857,3,3,2,3,202893,2002,1689,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,818,1,4,0,0,0,1,3,13265,0,1,0,0,0,142,93,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,0,1,0,0,0,7,156270,59,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,271000,0,0,1,7,1568,4,150,2002,2002,2008
818,1052,0,0,3,1,0,0,0,0,3,3,504,0,6,1,1,0,3,506,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,440,2,3,1,3,202893,1971,1052,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,819,1,3,0,0,0,1,3,8816,0,0,0,0,1,110,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,80,0,1,0,0,0,6,212565,0,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,155000,0,0,1,6,1010,4,0,1971,1971,2010
819,1358,0,0,2,0,0,0,0,1,3,2,733,0,6,1,1,0,4,625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,484,2,3,2,3,202893,2010,1358,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,820,1,4,0,0,0,1,3,6371,0,0,0,0,1,144,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,128,0,0,0,1,0,6,316271,35,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,224000,0,0,1,6,1358,4,192,2009,2010,2010
820,798,842,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,798,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,595,2,3,2,3,202893,2003,1640,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,821,1,4,0,0,0,1,3,7226,0,1,0,0,0,100,72,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,197966,45,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,183000,0,0,1,6,798,4,0,2003,2003,2008
821,936,0,0,2,0,1,0,0,0,3,1,0,0,1,1,0,0,2,936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,112,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,576,2,3,1,3,134091,1974,936,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,822,1,3,1,0,0,0,2,6000,0,0,0,0,1,100,60,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,128225,32,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,93000,0,0,1,4,936,4,0,1953,1953,2009
822,847,886,0,3,1,0,0,0,0,3,4,0,0,1,1,0,0,4,847,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,433,2,3,3,3,254752,2003,1733,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,823,1,4,0,0,0,1,3,12394,1,0,0,0,0,142,86,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,192855,48,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,225000,0,0,1,7,847,4,100,2003,2003,2007
